filename,audio_path,video_path,text,label
sample_005015,data/raw/audio\sample_005015.wav,data/raw/video\sample_005015.mp4,"Completely disappointed, waste of time.",0
sample_001928,data/raw/audio\sample_001928.wav,data/raw/video\sample_001928.mp4,Mediocre storyline but decent acting.,1
sample_000350,data/raw/audio\sample_000350.wav,data/raw/video\sample_000350.mp4,"This was terrible, I hated every moment.",0
sample_005173,data/raw/audio\sample_005173.wav,data/raw/video\sample_005173.mp4,"This was terrible, I hated every moment.",0
sample_004192,data/raw/audio\sample_004192.wav,data/raw/video\sample_004192.mp4,"Completely disappointed, waste of time.",0
sample_001934,data/raw/audio\sample_001934.wav,data/raw/video\sample_001934.mp4,"It was okay, not great but not bad either.",1
sample_006901,data/raw/audio\sample_006901.wav,data/raw/video\sample_006901.mp4,"This was terrible, I hated every moment.",0
sample_004823,data/raw/audio\sample_004823.wav,data/raw/video\sample_004823.mp4,"This was terrible, I hated every moment.",0
sample_000564,data/raw/audio\sample_000564.wav,data/raw/video\sample_000564.mp4,Mediocre storyline but decent acting.,1
sample_001582,data/raw/audio\sample_001582.wav,data/raw/video\sample_001582.mp4,"Great film, emotional and powerful.",2
sample_004694,data/raw/audio\sample_004694.wav,data/raw/video\sample_004694.mp4,"It was okay, not great but not bad either.",1
sample_002175,data/raw/audio\sample_002175.wav,data/raw/video\sample_002175.mp4,Mediocre storyline but decent acting.,1
sample_007028,data/raw/audio\sample_007028.wav,data/raw/video\sample_007028.mp4,Mediocre storyline but decent acting.,1
sample_004880,data/raw/audio\sample_004880.wav,data/raw/video\sample_004880.mp4,Mediocre storyline but decent acting.,1
sample_002228,data/raw/audio\sample_002228.wav,data/raw/video\sample_002228.mp4,"It was okay, not great but not bad either.",1
sample_001115,data/raw/audio\sample_001115.wav,data/raw/video\sample_001115.mp4,Mediocre storyline but decent acting.,1
sample_003126,data/raw/audio\sample_003126.wav,data/raw/video\sample_003126.mp4,Mediocre storyline but decent acting.,1
sample_003544,data/raw/audio\sample_003544.wav,data/raw/video\sample_003544.mp4,"An average performance, could be better.",1
sample_005048,data/raw/audio\sample_005048.wav,data/raw/video\sample_005048.mp4,"Great film, emotional and powerful.",2
sample_007476,data/raw/audio\sample_007476.wav,data/raw/video\sample_007476.mp4,"Great film, emotional and powerful.",2
sample_000821,data/raw/audio\sample_000821.wav,data/raw/video\sample_000821.mp4,"It was okay, not great but not bad either.",1
sample_006532,data/raw/audio\sample_006532.wav,data/raw/video\sample_006532.mp4,"Awful experience, not worth watching.",0
sample_002272,data/raw/audio\sample_002272.wav,data/raw/video\sample_002272.mp4,"Absolutely loved it, fantastic experience!",2
sample_005545,data/raw/audio\sample_005545.wav,data/raw/video\sample_005545.mp4,"Completely disappointed, waste of time.",0
sample_000081,data/raw/audio\sample_000081.wav,data/raw/video\sample_000081.mp4,"It was okay, not great but not bad either.",1
sample_001323,data/raw/audio\sample_001323.wav,data/raw/video\sample_001323.mp4,"It was okay, not great but not bad either.",1
sample_009405,data/raw/audio\sample_009405.wav,data/raw/video\sample_009405.mp4,"Awful experience, not worth watching.",0
sample_001614,data/raw/audio\sample_001614.wav,data/raw/video\sample_001614.mp4,"Great film, emotional and powerful.",2
sample_000831,data/raw/audio\sample_000831.wav,data/raw/video\sample_000831.mp4,"Absolutely loved it, fantastic experience!",2
sample_003883,data/raw/audio\sample_003883.wav,data/raw/video\sample_003883.mp4,Mediocre storyline but decent acting.,1
sample_008641,data/raw/audio\sample_008641.wav,data/raw/video\sample_008641.mp4,"An average performance, could be better.",1
sample_004464,data/raw/audio\sample_004464.wav,data/raw/video\sample_004464.mp4,"Wonderful, exceeded all expectations!",2
sample_005339,data/raw/audio\sample_005339.wav,data/raw/video\sample_005339.mp4,"An average performance, could be better.",1
sample_008066,data/raw/audio\sample_008066.wav,data/raw/video\sample_008066.mp4,"Great film, emotional and powerful.",2
sample_001649,data/raw/audio\sample_001649.wav,data/raw/video\sample_001649.mp4,"Awful experience, not worth watching.",0
sample_004065,data/raw/audio\sample_004065.wav,data/raw/video\sample_004065.mp4,Mediocre storyline but decent acting.,1
sample_009665,data/raw/audio\sample_009665.wav,data/raw/video\sample_009665.mp4,"Absolutely loved it, fantastic experience!",2
sample_003038,data/raw/audio\sample_003038.wav,data/raw/video\sample_003038.mp4,"It was okay, not great but not bad either.",1
sample_003320,data/raw/audio\sample_003320.wav,data/raw/video\sample_003320.mp4,"Wonderful, exceeded all expectations!",2
sample_007143,data/raw/audio\sample_007143.wav,data/raw/video\sample_007143.mp4,"Wonderful, exceeded all expectations!",2
sample_006889,data/raw/audio\sample_006889.wav,data/raw/video\sample_006889.mp4,"Absolutely loved it, fantastic experience!",2
sample_005092,data/raw/audio\sample_005092.wav,data/raw/video\sample_005092.mp4,"It was okay, not great but not bad either.",1
sample_003720,data/raw/audio\sample_003720.wav,data/raw/video\sample_003720.mp4,Mediocre storyline but decent acting.,1
sample_002423,data/raw/audio\sample_002423.wav,data/raw/video\sample_002423.mp4,"It was okay, not great but not bad either.",1
sample_000749,data/raw/audio\sample_000749.wav,data/raw/video\sample_000749.mp4,"This was terrible, I hated every moment.",0
sample_005271,data/raw/audio\sample_005271.wav,data/raw/video\sample_005271.mp4,Mediocre storyline but decent acting.,1
sample_002373,data/raw/audio\sample_002373.wav,data/raw/video\sample_002373.mp4,"It was okay, not great but not bad either.",1
sample_004693,data/raw/audio\sample_004693.wav,data/raw/video\sample_004693.mp4,"Great film, emotional and powerful.",2
sample_009879,data/raw/audio\sample_009879.wav,data/raw/video\sample_009879.mp4,"This was terrible, I hated every moment.",0
sample_008370,data/raw/audio\sample_008370.wav,data/raw/video\sample_008370.mp4,"This was terrible, I hated every moment.",0
sample_007319,data/raw/audio\sample_007319.wav,data/raw/video\sample_007319.mp4,"Absolutely loved it, fantastic experience!",2
sample_004368,data/raw/audio\sample_004368.wav,data/raw/video\sample_004368.mp4,"An average performance, could be better.",1
sample_006785,data/raw/audio\sample_006785.wav,data/raw/video\sample_006785.mp4,"This was terrible, I hated every moment.",0
sample_007401,data/raw/audio\sample_007401.wav,data/raw/video\sample_007401.mp4,"Great film, emotional and powerful.",2
sample_001139,data/raw/audio\sample_001139.wav,data/raw/video\sample_001139.mp4,"This was terrible, I hated every moment.",0
sample_007631,data/raw/audio\sample_007631.wav,data/raw/video\sample_007631.mp4,"Wonderful, exceeded all expectations!",2
sample_002231,data/raw/audio\sample_002231.wav,data/raw/video\sample_002231.mp4,"This was terrible, I hated every moment.",0
sample_002164,data/raw/audio\sample_002164.wav,data/raw/video\sample_002164.mp4,"Wonderful, exceeded all expectations!",2
sample_005217,data/raw/audio\sample_005217.wav,data/raw/video\sample_005217.mp4,"It was okay, not great but not bad either.",1
sample_009444,data/raw/audio\sample_009444.wav,data/raw/video\sample_009444.mp4,"Awful experience, not worth watching.",0
sample_009237,data/raw/audio\sample_009237.wav,data/raw/video\sample_009237.mp4,"An average performance, could be better.",1
sample_004561,data/raw/audio\sample_004561.wav,data/raw/video\sample_004561.mp4,"An average performance, could be better.",1
sample_001570,data/raw/audio\sample_001570.wav,data/raw/video\sample_001570.mp4,Mediocre storyline but decent acting.,1
sample_000172,data/raw/audio\sample_000172.wav,data/raw/video\sample_000172.mp4,"Wonderful, exceeded all expectations!",2
sample_007163,data/raw/audio\sample_007163.wav,data/raw/video\sample_007163.mp4,"Completely disappointed, waste of time.",0
sample_002087,data/raw/audio\sample_002087.wav,data/raw/video\sample_002087.mp4,Mediocre storyline but decent acting.,1
sample_004667,data/raw/audio\sample_004667.wav,data/raw/video\sample_004667.mp4,"Awful experience, not worth watching.",0
sample_004565,data/raw/audio\sample_004565.wav,data/raw/video\sample_004565.mp4,"An average performance, could be better.",1
sample_007089,data/raw/audio\sample_007089.wav,data/raw/video\sample_007089.mp4,"Awful experience, not worth watching.",0
sample_006569,data/raw/audio\sample_006569.wav,data/raw/video\sample_006569.mp4,"It was okay, not great but not bad either.",1
sample_004783,data/raw/audio\sample_004783.wav,data/raw/video\sample_004783.mp4,"Completely disappointed, waste of time.",0
sample_002684,data/raw/audio\sample_002684.wav,data/raw/video\sample_002684.mp4,"An average performance, could be better.",1
sample_001832,data/raw/audio\sample_001832.wav,data/raw/video\sample_001832.mp4,"This was terrible, I hated every moment.",0
sample_008546,data/raw/audio\sample_008546.wav,data/raw/video\sample_008546.mp4,Mediocre storyline but decent acting.,1
sample_005065,data/raw/audio\sample_005065.wav,data/raw/video\sample_005065.mp4,"Great film, emotional and powerful.",2
sample_009130,data/raw/audio\sample_009130.wav,data/raw/video\sample_009130.mp4,Mediocre storyline but decent acting.,1
sample_009355,data/raw/audio\sample_009355.wav,data/raw/video\sample_009355.mp4,"It was okay, not great but not bad either.",1
sample_004412,data/raw/audio\sample_004412.wav,data/raw/video\sample_004412.mp4,"Wonderful, exceeded all expectations!",2
sample_007207,data/raw/audio\sample_007207.wav,data/raw/video\sample_007207.mp4,"This was terrible, I hated every moment.",0
sample_009890,data/raw/audio\sample_009890.wav,data/raw/video\sample_009890.mp4,"An average performance, could be better.",1
sample_000834,data/raw/audio\sample_000834.wav,data/raw/video\sample_000834.mp4,"Awful experience, not worth watching.",0
sample_006821,data/raw/audio\sample_006821.wav,data/raw/video\sample_006821.mp4,"Absolutely loved it, fantastic experience!",2
sample_003781,data/raw/audio\sample_003781.wav,data/raw/video\sample_003781.mp4,"This was terrible, I hated every moment.",0
sample_009012,data/raw/audio\sample_009012.wav,data/raw/video\sample_009012.mp4,Mediocre storyline but decent acting.,1
sample_007499,data/raw/audio\sample_007499.wav,data/raw/video\sample_007499.mp4,"Completely disappointed, waste of time.",0
sample_003424,data/raw/audio\sample_003424.wav,data/raw/video\sample_003424.mp4,"Absolutely loved it, fantastic experience!",2
sample_000065,data/raw/audio\sample_000065.wav,data/raw/video\sample_000065.mp4,"Great film, emotional and powerful.",2
sample_002963,data/raw/audio\sample_002963.wav,data/raw/video\sample_002963.mp4,"Absolutely loved it, fantastic experience!",2
sample_005669,data/raw/audio\sample_005669.wav,data/raw/video\sample_005669.mp4,"Great film, emotional and powerful.",2
sample_008962,data/raw/audio\sample_008962.wav,data/raw/video\sample_008962.mp4,"Awful experience, not worth watching.",0
sample_000354,data/raw/audio\sample_000354.wav,data/raw/video\sample_000354.mp4,"Awful experience, not worth watching.",0
sample_008171,data/raw/audio\sample_008171.wav,data/raw/video\sample_008171.mp4,"This was terrible, I hated every moment.",0
sample_004030,data/raw/audio\sample_004030.wav,data/raw/video\sample_004030.mp4,"Absolutely loved it, fantastic experience!",2
sample_008534,data/raw/audio\sample_008534.wav,data/raw/video\sample_008534.mp4,"Wonderful, exceeded all expectations!",2
sample_003651,data/raw/audio\sample_003651.wav,data/raw/video\sample_003651.mp4,"An average performance, could be better.",1
sample_006739,data/raw/audio\sample_006739.wav,data/raw/video\sample_006739.mp4,"An average performance, could be better.",1
sample_003297,data/raw/audio\sample_003297.wav,data/raw/video\sample_003297.mp4,"An average performance, could be better.",1
sample_004127,data/raw/audio\sample_004127.wav,data/raw/video\sample_004127.mp4,Mediocre storyline but decent acting.,1
sample_008043,data/raw/audio\sample_008043.wav,data/raw/video\sample_008043.mp4,"Completely disappointed, waste of time.",0
sample_004767,data/raw/audio\sample_004767.wav,data/raw/video\sample_004767.mp4,"Awful experience, not worth watching.",0
sample_000472,data/raw/audio\sample_000472.wav,data/raw/video\sample_000472.mp4,Mediocre storyline but decent acting.,1
sample_003761,data/raw/audio\sample_003761.wav,data/raw/video\sample_003761.mp4,"It was okay, not great but not bad either.",1
sample_008617,data/raw/audio\sample_008617.wav,data/raw/video\sample_008617.mp4,Mediocre storyline but decent acting.,1
sample_003566,data/raw/audio\sample_003566.wav,data/raw/video\sample_003566.mp4,"An average performance, could be better.",1
sample_002760,data/raw/audio\sample_002760.wav,data/raw/video\sample_002760.mp4,"This was terrible, I hated every moment.",0
sample_000868,data/raw/audio\sample_000868.wav,data/raw/video\sample_000868.mp4,"Great film, emotional and powerful.",2
sample_009382,data/raw/audio\sample_009382.wav,data/raw/video\sample_009382.mp4,"Absolutely loved it, fantastic experience!",2
sample_008688,data/raw/audio\sample_008688.wav,data/raw/video\sample_008688.mp4,"Great film, emotional and powerful.",2
sample_004052,data/raw/audio\sample_004052.wav,data/raw/video\sample_004052.mp4,"Great film, emotional and powerful.",2
sample_006130,data/raw/audio\sample_006130.wav,data/raw/video\sample_006130.mp4,Mediocre storyline but decent acting.,1
sample_003244,data/raw/audio\sample_003244.wav,data/raw/video\sample_003244.mp4,"Wonderful, exceeded all expectations!",2
sample_004842,data/raw/audio\sample_004842.wav,data/raw/video\sample_004842.mp4,"Completely disappointed, waste of time.",0
sample_009330,data/raw/audio\sample_009330.wav,data/raw/video\sample_009330.mp4,"Completely disappointed, waste of time.",0
sample_005640,data/raw/audio\sample_005640.wav,data/raw/video\sample_005640.mp4,"Completely disappointed, waste of time.",0
sample_005780,data/raw/audio\sample_005780.wav,data/raw/video\sample_005780.mp4,"An average performance, could be better.",1
sample_008540,data/raw/audio\sample_008540.wav,data/raw/video\sample_008540.mp4,"Awful experience, not worth watching.",0
sample_001075,data/raw/audio\sample_001075.wav,data/raw/video\sample_001075.mp4,"Great film, emotional and powerful.",2
sample_002957,data/raw/audio\sample_002957.wav,data/raw/video\sample_002957.mp4,"This was terrible, I hated every moment.",0
sample_006752,data/raw/audio\sample_006752.wav,data/raw/video\sample_006752.mp4,"An average performance, could be better.",1
sample_008657,data/raw/audio\sample_008657.wav,data/raw/video\sample_008657.mp4,"An average performance, could be better.",1
sample_007272,data/raw/audio\sample_007272.wav,data/raw/video\sample_007272.mp4,"Great film, emotional and powerful.",2
sample_004759,data/raw/audio\sample_004759.wav,data/raw/video\sample_004759.mp4,"This was terrible, I hated every moment.",0
sample_004862,data/raw/audio\sample_004862.wav,data/raw/video\sample_004862.mp4,"Completely disappointed, waste of time.",0
sample_007025,data/raw/audio\sample_007025.wav,data/raw/video\sample_007025.mp4,Mediocre storyline but decent acting.,1
sample_007647,data/raw/audio\sample_007647.wav,data/raw/video\sample_007647.mp4,"This was terrible, I hated every moment.",0
sample_007161,data/raw/audio\sample_007161.wav,data/raw/video\sample_007161.mp4,"An average performance, could be better.",1
sample_000073,data/raw/audio\sample_000073.wav,data/raw/video\sample_000073.mp4,"Great film, emotional and powerful.",2
sample_004901,data/raw/audio\sample_004901.wav,data/raw/video\sample_004901.mp4,"This was terrible, I hated every moment.",0
sample_004375,data/raw/audio\sample_004375.wav,data/raw/video\sample_004375.mp4,"It was okay, not great but not bad either.",1
sample_006698,data/raw/audio\sample_006698.wav,data/raw/video\sample_006698.mp4,Mediocre storyline but decent acting.,1
sample_009805,data/raw/audio\sample_009805.wav,data/raw/video\sample_009805.mp4,"Great film, emotional and powerful.",2
sample_001101,data/raw/audio\sample_001101.wav,data/raw/video\sample_001101.mp4,Mediocre storyline but decent acting.,1
sample_009537,data/raw/audio\sample_009537.wav,data/raw/video\sample_009537.mp4,"Great film, emotional and powerful.",2
sample_007655,data/raw/audio\sample_007655.wav,data/raw/video\sample_007655.mp4,"Awful experience, not worth watching.",0
sample_005235,data/raw/audio\sample_005235.wav,data/raw/video\sample_005235.mp4,"Awful experience, not worth watching.",0
sample_005165,data/raw/audio\sample_005165.wav,data/raw/video\sample_005165.mp4,"Great film, emotional and powerful.",2
sample_000118,data/raw/audio\sample_000118.wav,data/raw/video\sample_000118.mp4,"Great film, emotional and powerful.",2
sample_002022,data/raw/audio\sample_002022.wav,data/raw/video\sample_002022.mp4,"Awful experience, not worth watching.",0
sample_009885,data/raw/audio\sample_009885.wav,data/raw/video\sample_009885.mp4,Mediocre storyline but decent acting.,1
sample_002638,data/raw/audio\sample_002638.wav,data/raw/video\sample_002638.mp4,"Great film, emotional and powerful.",2
sample_002034,data/raw/audio\sample_002034.wav,data/raw/video\sample_002034.mp4,"Awful experience, not worth watching.",0
sample_002564,data/raw/audio\sample_002564.wav,data/raw/video\sample_002564.mp4,"Awful experience, not worth watching.",0
sample_008665,data/raw/audio\sample_008665.wav,data/raw/video\sample_008665.mp4,"An average performance, could be better.",1
sample_003543,data/raw/audio\sample_003543.wav,data/raw/video\sample_003543.mp4,Mediocre storyline but decent acting.,1
sample_001219,data/raw/audio\sample_001219.wav,data/raw/video\sample_001219.mp4,"This was terrible, I hated every moment.",0
sample_009714,data/raw/audio\sample_009714.wav,data/raw/video\sample_009714.mp4,"An average performance, could be better.",1
sample_006711,data/raw/audio\sample_006711.wav,data/raw/video\sample_006711.mp4,"It was okay, not great but not bad either.",1
sample_002903,data/raw/audio\sample_002903.wav,data/raw/video\sample_002903.mp4,"Absolutely loved it, fantastic experience!",2
sample_003026,data/raw/audio\sample_003026.wav,data/raw/video\sample_003026.mp4,"Awful experience, not worth watching.",0
sample_002510,data/raw/audio\sample_002510.wav,data/raw/video\sample_002510.mp4,"Awful experience, not worth watching.",0
sample_004201,data/raw/audio\sample_004201.wav,data/raw/video\sample_004201.mp4,"Awful experience, not worth watching.",0
sample_003207,data/raw/audio\sample_003207.wav,data/raw/video\sample_003207.mp4,Mediocre storyline but decent acting.,1
sample_004489,data/raw/audio\sample_004489.wav,data/raw/video\sample_004489.mp4,Mediocre storyline but decent acting.,1
sample_002755,data/raw/audio\sample_002755.wav,data/raw/video\sample_002755.mp4,"An average performance, could be better.",1
sample_008889,data/raw/audio\sample_008889.wav,data/raw/video\sample_008889.mp4,"It was okay, not great but not bad either.",1
sample_000177,data/raw/audio\sample_000177.wav,data/raw/video\sample_000177.mp4,"This was terrible, I hated every moment.",0
sample_001643,data/raw/audio\sample_001643.wav,data/raw/video\sample_001643.mp4,"Wonderful, exceeded all expectations!",2
sample_009292,data/raw/audio\sample_009292.wav,data/raw/video\sample_009292.mp4,"Awful experience, not worth watching.",0
sample_003518,data/raw/audio\sample_003518.wav,data/raw/video\sample_003518.mp4,"Awful experience, not worth watching.",0
sample_001374,data/raw/audio\sample_001374.wav,data/raw/video\sample_001374.mp4,"Wonderful, exceeded all expectations!",2
sample_001720,data/raw/audio\sample_001720.wav,data/raw/video\sample_001720.mp4,"This was terrible, I hated every moment.",0
sample_003995,data/raw/audio\sample_003995.wav,data/raw/video\sample_003995.mp4,"An average performance, could be better.",1
sample_003688,data/raw/audio\sample_003688.wav,data/raw/video\sample_003688.mp4,"It was okay, not great but not bad either.",1
sample_002264,data/raw/audio\sample_002264.wav,data/raw/video\sample_002264.mp4,"It was okay, not great but not bad either.",1
sample_000087,data/raw/audio\sample_000087.wav,data/raw/video\sample_000087.mp4,"This was terrible, I hated every moment.",0
sample_002848,data/raw/audio\sample_002848.wav,data/raw/video\sample_002848.mp4,"Completely disappointed, waste of time.",0
sample_008687,data/raw/audio\sample_008687.wav,data/raw/video\sample_008687.mp4,"An average performance, could be better.",1
sample_000403,data/raw/audio\sample_000403.wav,data/raw/video\sample_000403.mp4,"Great film, emotional and powerful.",2
sample_009900,data/raw/audio\sample_009900.wav,data/raw/video\sample_009900.mp4,"Completely disappointed, waste of time.",0
sample_004077,data/raw/audio\sample_004077.wav,data/raw/video\sample_004077.mp4,"Great film, emotional and powerful.",2
sample_006835,data/raw/audio\sample_006835.wav,data/raw/video\sample_006835.mp4,"This was terrible, I hated every moment.",0
sample_006537,data/raw/audio\sample_006537.wav,data/raw/video\sample_006537.mp4,"Absolutely loved it, fantastic experience!",2
sample_002456,data/raw/audio\sample_002456.wav,data/raw/video\sample_002456.mp4,"Awful experience, not worth watching.",0
sample_002751,data/raw/audio\sample_002751.wav,data/raw/video\sample_002751.mp4,Mediocre storyline but decent acting.,1
sample_002214,data/raw/audio\sample_002214.wav,data/raw/video\sample_002214.mp4,"Absolutely loved it, fantastic experience!",2
sample_001027,data/raw/audio\sample_001027.wav,data/raw/video\sample_001027.mp4,"This was terrible, I hated every moment.",0
sample_009703,data/raw/audio\sample_009703.wav,data/raw/video\sample_009703.mp4,Mediocre storyline but decent acting.,1
sample_001421,data/raw/audio\sample_001421.wav,data/raw/video\sample_001421.mp4,"Great film, emotional and powerful.",2
sample_002436,data/raw/audio\sample_002436.wav,data/raw/video\sample_002436.mp4,Mediocre storyline but decent acting.,1
sample_004277,data/raw/audio\sample_004277.wav,data/raw/video\sample_004277.mp4,"An average performance, could be better.",1
sample_009609,data/raw/audio\sample_009609.wav,data/raw/video\sample_009609.mp4,Mediocre storyline but decent acting.,1
sample_001278,data/raw/audio\sample_001278.wav,data/raw/video\sample_001278.mp4,"Awful experience, not worth watching.",0
sample_006220,data/raw/audio\sample_006220.wav,data/raw/video\sample_006220.mp4,"Wonderful, exceeded all expectations!",2
sample_004907,data/raw/audio\sample_004907.wav,data/raw/video\sample_004907.mp4,"An average performance, could be better.",1
sample_005064,data/raw/audio\sample_005064.wav,data/raw/video\sample_005064.mp4,"Completely disappointed, waste of time.",0
sample_001978,data/raw/audio\sample_001978.wav,data/raw/video\sample_001978.mp4,"Great film, emotional and powerful.",2
sample_001061,data/raw/audio\sample_001061.wav,data/raw/video\sample_001061.mp4,"Absolutely loved it, fantastic experience!",2
sample_005014,data/raw/audio\sample_005014.wav,data/raw/video\sample_005014.mp4,"Great film, emotional and powerful.",2
sample_004535,data/raw/audio\sample_004535.wav,data/raw/video\sample_004535.mp4,"It was okay, not great but not bad either.",1
sample_006993,data/raw/audio\sample_006993.wav,data/raw/video\sample_006993.mp4,"It was okay, not great but not bad either.",1
sample_009253,data/raw/audio\sample_009253.wav,data/raw/video\sample_009253.mp4,"An average performance, could be better.",1
sample_001502,data/raw/audio\sample_001502.wav,data/raw/video\sample_001502.mp4,"This was terrible, I hated every moment.",0
sample_008568,data/raw/audio\sample_008568.wav,data/raw/video\sample_008568.mp4,"An average performance, could be better.",1
sample_009314,data/raw/audio\sample_009314.wav,data/raw/video\sample_009314.mp4,"Absolutely loved it, fantastic experience!",2
sample_008836,data/raw/audio\sample_008836.wav,data/raw/video\sample_008836.mp4,"This was terrible, I hated every moment.",0
sample_008920,data/raw/audio\sample_008920.wav,data/raw/video\sample_008920.mp4,"Great film, emotional and powerful.",2
sample_004918,data/raw/audio\sample_004918.wav,data/raw/video\sample_004918.mp4,"This was terrible, I hated every moment.",0
sample_000678,data/raw/audio\sample_000678.wav,data/raw/video\sample_000678.mp4,"Completely disappointed, waste of time.",0
sample_005076,data/raw/audio\sample_005076.wav,data/raw/video\sample_005076.mp4,"Awful experience, not worth watching.",0
sample_008064,data/raw/audio\sample_008064.wav,data/raw/video\sample_008064.mp4,"This was terrible, I hated every moment.",0
sample_007568,data/raw/audio\sample_007568.wav,data/raw/video\sample_007568.mp4,"An average performance, could be better.",1
sample_000102,data/raw/audio\sample_000102.wav,data/raw/video\sample_000102.mp4,"It was okay, not great but not bad either.",1
sample_000957,data/raw/audio\sample_000957.wav,data/raw/video\sample_000957.mp4,"An average performance, could be better.",1
sample_008556,data/raw/audio\sample_008556.wav,data/raw/video\sample_008556.mp4,"Great film, emotional and powerful.",2
sample_003785,data/raw/audio\sample_003785.wav,data/raw/video\sample_003785.mp4,"This was terrible, I hated every moment.",0
sample_009630,data/raw/audio\sample_009630.wav,data/raw/video\sample_009630.mp4,"Completely disappointed, waste of time.",0
sample_007173,data/raw/audio\sample_007173.wav,data/raw/video\sample_007173.mp4,"This was terrible, I hated every moment.",0
sample_004043,data/raw/audio\sample_004043.wav,data/raw/video\sample_004043.mp4,"Wonderful, exceeded all expectations!",2
sample_002648,data/raw/audio\sample_002648.wav,data/raw/video\sample_002648.mp4,"Completely disappointed, waste of time.",0
sample_006000,data/raw/audio\sample_006000.wav,data/raw/video\sample_006000.mp4,"This was terrible, I hated every moment.",0
sample_007927,data/raw/audio\sample_007927.wav,data/raw/video\sample_007927.mp4,"It was okay, not great but not bad either.",1
sample_002826,data/raw/audio\sample_002826.wav,data/raw/video\sample_002826.mp4,"Wonderful, exceeded all expectations!",2
sample_004094,data/raw/audio\sample_004094.wav,data/raw/video\sample_004094.mp4,"Awful experience, not worth watching.",0
sample_007774,data/raw/audio\sample_007774.wav,data/raw/video\sample_007774.mp4,"Great film, emotional and powerful.",2
sample_009258,data/raw/audio\sample_009258.wav,data/raw/video\sample_009258.mp4,"This was terrible, I hated every moment.",0
sample_008113,data/raw/audio\sample_008113.wav,data/raw/video\sample_008113.mp4,"Wonderful, exceeded all expectations!",2
sample_004772,data/raw/audio\sample_004772.wav,data/raw/video\sample_004772.mp4,"An average performance, could be better.",1
sample_001947,data/raw/audio\sample_001947.wav,data/raw/video\sample_001947.mp4,"This was terrible, I hated every moment.",0
sample_006109,data/raw/audio\sample_006109.wav,data/raw/video\sample_006109.mp4,"Awful experience, not worth watching.",0
sample_002299,data/raw/audio\sample_002299.wav,data/raw/video\sample_002299.mp4,"Absolutely loved it, fantastic experience!",2
sample_007844,data/raw/audio\sample_007844.wav,data/raw/video\sample_007844.mp4,"This was terrible, I hated every moment.",0
sample_004382,data/raw/audio\sample_004382.wav,data/raw/video\sample_004382.mp4,"Absolutely loved it, fantastic experience!",2
sample_005425,data/raw/audio\sample_005425.wav,data/raw/video\sample_005425.mp4,"Awful experience, not worth watching.",0
sample_006771,data/raw/audio\sample_006771.wav,data/raw/video\sample_006771.mp4,"Completely disappointed, waste of time.",0
sample_008578,data/raw/audio\sample_008578.wav,data/raw/video\sample_008578.mp4,"Awful experience, not worth watching.",0
sample_004291,data/raw/audio\sample_004291.wav,data/raw/video\sample_004291.mp4,"An average performance, could be better.",1
sample_000528,data/raw/audio\sample_000528.wav,data/raw/video\sample_000528.mp4,"Absolutely loved it, fantastic experience!",2
sample_001233,data/raw/audio\sample_001233.wav,data/raw/video\sample_001233.mp4,"An average performance, could be better.",1
sample_000779,data/raw/audio\sample_000779.wav,data/raw/video\sample_000779.mp4,"An average performance, could be better.",1
sample_005859,data/raw/audio\sample_005859.wav,data/raw/video\sample_005859.mp4,"Wonderful, exceeded all expectations!",2
sample_003059,data/raw/audio\sample_003059.wav,data/raw/video\sample_003059.mp4,"Absolutely loved it, fantastic experience!",2
sample_008587,data/raw/audio\sample_008587.wav,data/raw/video\sample_008587.mp4,"Absolutely loved it, fantastic experience!",2
sample_001860,data/raw/audio\sample_001860.wav,data/raw/video\sample_001860.mp4,"This was terrible, I hated every moment.",0
sample_008438,data/raw/audio\sample_008438.wav,data/raw/video\sample_008438.mp4,"Wonderful, exceeded all expectations!",2
sample_007403,data/raw/audio\sample_007403.wav,data/raw/video\sample_007403.mp4,"It was okay, not great but not bad either.",1
sample_004639,data/raw/audio\sample_004639.wav,data/raw/video\sample_004639.mp4,"It was okay, not great but not bad either.",1
sample_004250,data/raw/audio\sample_004250.wav,data/raw/video\sample_004250.mp4,"It was okay, not great but not bad either.",1
sample_001992,data/raw/audio\sample_001992.wav,data/raw/video\sample_001992.mp4,"An average performance, could be better.",1
sample_007379,data/raw/audio\sample_007379.wav,data/raw/video\sample_007379.mp4,"An average performance, could be better.",1
sample_007305,data/raw/audio\sample_007305.wav,data/raw/video\sample_007305.mp4,"Completely disappointed, waste of time.",0
sample_005303,data/raw/audio\sample_005303.wav,data/raw/video\sample_005303.mp4,"Great film, emotional and powerful.",2
sample_008192,data/raw/audio\sample_008192.wav,data/raw/video\sample_008192.mp4,Mediocre storyline but decent acting.,1
sample_007447,data/raw/audio\sample_007447.wav,data/raw/video\sample_007447.mp4,"An average performance, could be better.",1
sample_002471,data/raw/audio\sample_002471.wav,data/raw/video\sample_002471.mp4,Mediocre storyline but decent acting.,1
sample_007197,data/raw/audio\sample_007197.wav,data/raw/video\sample_007197.mp4,"Completely disappointed, waste of time.",0
sample_005312,data/raw/audio\sample_005312.wav,data/raw/video\sample_005312.mp4,"It was okay, not great but not bad either.",1
sample_009035,data/raw/audio\sample_009035.wav,data/raw/video\sample_009035.mp4,"Absolutely loved it, fantastic experience!",2
